prol_id,choice,fr_why_first_over_second,fr_why_second_over_third,coder,Nonsensical? (1 = yes; 0 = no),Propensity for intentional fraud/system abuse/gaming (including both “this method is better because it does that less” and “this method is worse because it does that more”) by either the applicants or the people allocating the funds,"Ability to help the neediest targets, and/or underserved groups","Extent to which the method requires personal resources, speed of finding out about the program, etc.",Amount of bias/discrimination/level playing field,Extent to which the method(s) allow for or reward applicant effort,Randomness is bad (general) and/or randomness is bad because the funding agency didn’t make enough of an effort to think of a better system,Considers relevant/appropriate factors,Women - mentioned,Racial/ethnic minorities - mentioned,Other reasons,Comments on other reasons
5eeceff127e0dd0cedfc363c,lf,Just because you would apply first come first serve doesn't mean it is helping out the businesses that need it most. Doing a lottery would make it fair and random.,I don't like the points system especially the part about the women owned businesses. It shouldn't be based off a gender who gets what so that is why I put first come first serve second.,X,0,0,1,0,1,0,0,0,1,0,0,
5b8f08cbb007ed0001aaa0bd,pl,A points system is the fairest. The help is targeted directly to businesses who need the most help.,I think randomly choosing is better than having businesses who need less help have the opportunity to overtake a business in need of more.,X,0,0,1,0,0,0,0,0,0,0,0,
5df2ebac820526203e557d37,pf,I chose this method as #1 because I think it would help pinpoint which business needs the most help.,I think it is the least fair because it would not take anything into account and you would think that the ones that needed it the most would be the that applied first.,X,0,0,1,0,0,1,1,1,0,0,0,
5c7560f14f23e50016135028,pf,I do NOT think that any of these 3 ways are fair . The points system is OK but women should NOT receive priority. It should be equal between men and women. The BEST way to actually HELP business is to STOP THE STUPID LOCKDOWNS and let people get back to work for gods sake !!!,A lottery is least fair because it doesn't have any criteria what so ever for determining need. A business that was doing just fine and doesn't need help could apply and win while others who are desperate lose.,X,0,0,0,0,1,0,1,1,1,0,0,
5fbc184314992d0a49490a1e,pf,"A points system ensures that the businesses that need the most help get the most help. The first-come, first-served and lottery systems have a factor of luck and being at the right place at the right time, in contrary.","A lottery system is the least fair because it is completely random and down to luck. The first-come, first-serve is not a fair system, but it has a slightly lower factor of luck.",X,0,0,1,0,0,0,1,1,0,0,0,
5f918dd36eafaf09a1c8ef65,pf,The point system is measurable and more fair compared to the other 2.,The lottery system can be manipulated and grants can be given to many undeserving businesses who are better off than others.,X,0,1,1,0,0,0,0,0,0,0,0,
5d92a47e503fb200182d6aa5,pl,it enables the government to dig down and be more targeted than basic eligibility. it is more precise tool to ensure that the funds are going towards businesses and communities that are most and disproportionately affected by covid-19 based on predetermined criteria.,at least a lottery gives everyone the same odds of receiving the funds. first-come-first-served only blesses those who have a fast accountant and no other demands on their time... not equitable at all.,X,0,0,1,1,1,0,0,0,0,0,0,
5fc6bf0582ff63099b3f5317,pl,A lottery would be fair if all businesses were on equal footing to begin with or if all businesses were likely to be impacted by Covid to a similar to degree since that isn't the case using a points system helps even the playing field so that all businesses can be on more equal footing throughout the pandemic.,Lottery is more fair than first come first served because it's completely random and isn't biased toward people who may have more access to information about government programs or those who have more help filling out paperwork or meeting other requirements.,X,0,0,0,1,1,0,0,0,0,0,0,
5d0bc7dec89042000173c1fb,fp,Small business owners will quickly apply if they desperately need help from the government.,I think lottery is more like a game. Small businesses that desperately need help are less likely to be chosen.,X,0,0,1,0,0,0,0,0,0,0,0,
5facc4201f33582f15dcf9bf,lf,I just think that it is fairer than cutting it off after the first 500 apply if you have way more than 500 needing this help.,I think the points system listed is like affirmative action which is not a fair system.,X,0,0,0,0,0,0,0,0,0,0,1,I just think that it is fairer than cutting it off after the first 500 apply if you have way more than 500 needing this help.
5fc6ade565811e000cc4e041,pf,"It helps those more affected by COVID-19, and distributes aid based off of financial strain.","It's completely random, and may not apply to businesses that are more affected.",X,0,0,1,0,0,0,1,1,0,0,0,
5c6b646349b7f0000120b659,fp,Because it does not discriminate against any business,Because it's too arbitary,X,0,0,0,0,1,0,1,0,0,0,0,
5f6f864c7120345241397c40,pf,its the only one that takes into account actual loss,"lottery could be anyone, could be companies that don't even need it winning out over and over again",X,0,0,1,0,0,0,0,1,0,0,0,
5e02285cac9e16dcddb845ef,fl,It just feels fairer that way.,I just think a lottery would allow for a more even spread of businesses being helped than a points system would.,X,0,0,0,0,0,0,0,0,0,0,1,I just think a lottery would allow for a more even spread of businesses being helped than a points system would.
5daa18ed95be5f00133609e8,fl,"You're situation is throwing race into the issue based on a perceived disadvantage, not ability, not the hard work it takes to achieve. That's makes the question racist by design, which makes it pure politics. Tell the 'minorities' to get in line like the rest of us, and prove to everyone else that they actually belong. Bunch of lazy people with their hands out, as usual.  Seems like it's only the so-called minorities that ever get ahead these days. Earn your keep.","A lottery picks people at random. Bad choice if you pick a bunch of high school drop-outs that want to open a hamster farm. Good choice if you end up funding a good idea that turns into a million dollar business. You've placed race as an issue for consideration, everyone that's not white right? A lottery, is at the very least, color blind.",X,0,0,0,0,0,1,0,0,0,1,0,
5c3a1ef5e57f0500018506c0,lp,All have a chance and that should be the way it is done. Showing favoritism is wrong.,Some people are busier than others and may not have as much free time or have slower mechanical reflexes or assistance from others,X,0,0,0,1,1,0,0,0,0,0,0,
5fbbc20c58fa92000ab2c6d2,pf,"Because some businesses actually did better during the pandemic and some, like the restaurant and entertainment industry were completely disrupted.","The lottery doesn't take any hardship or loss into consideration, it's just random and unpredictable, like the lottery is.  A larger corporation may have the resources to get themselves in the lottery and again, they don't necessarily need the financial assistance.",X,0,0,1,1,0,0,1,1,0,0,0,
5f430d7837655454911d1d12,lp,Because it is completely random.,Because someone shouldn't be penalized if they were unable to show up.,X,0,0,0,1,1,0,0,0,0,0,0,
5e2d96d3bc554937d1b3917a,pl,"It is a better way to assess real needs of a business as it faces the pandemic.
First-come-first served is usless as larger businesses, businesses with law firms to prepare paperwork and even those with political influence will be first, and, there need may not be as great.
Lottery is radom, whereas points assigned will assess the actual need.","A lottery is more fair because radom chance gives the smaller businesses a better shot than the easily manipulated first-serve method.
I put more fairth in radom chance than in a system — first-come-first-served that puts the power in the hands of the businesses with more resources and more contacts among government officials.",X,0,1,1,1,0,0,0,0,0,0,0,
5eade699f986094c0f1d46e3,lp,There are likely more than 500 businesses in need.,Some businesses may be trying to turn things around on their own,X,1,,,,,,,,,,,
