FID,UOGID,NAME,TYPE,STUSAB,STATE,CDBG_AMT,ESG_AMT,HOME_AMT,HOPWA_AMT,TOT_AMT,YEAR,SHAPE_Length,SHAPE_Area,FUNDING ROUND,PROGRAM TYPE,PROGRAM JURISDICTION,FUNDING SOURCE,ROUND START,ROUND END,DOC TIMING,TOTAL REQUIREMENTS,TOTAL DOCS,PHYSICAL PRESENCE,TENURE/HISTORY,STANDARD FINANCIAL,NON-STANDARD FINANCIAL,PROOF COVID-RELATED,CRIMINAL HISTORY,INTENDED USE,BUSINESS TYPE,BUSINESS SIZE,GOOD STANDING,POST-AWARD RECEIPTS,MISCELLANEOUS,DOC ELEMENTS,PREVIOUS APP INCLUSION,CONTACT,WEB ADDRESS (ORIGINAL CODING ROUND),"WEB ADDRESS (IF ORIGINAL LINK INACTIVE, WEBARCHIVE LINK)",DATE COLLECTED,GRANT AMOUNT,"DISTRIBUTION METHOD (rj note: these were coded more consistently later but coding guide not followed closely -- eg different variations of first come first serve spelling, so goal here is to fill in blank rows and for non-blank ones, to double check whether you agree with the distribution method coding based on the website and then standardize the name based on the ""Code"" sheet)",PREFERENCES: MINORITY-OWNED BUSINESSES (0 = NO; 1 = YES; M = UNKNOWN),PREFERENCES: WOMEN-OWNED BUSINESSES (0 = NO; 1 = YES; M = UNKNOWN),"PREFERENCES: BUSINESS LOCATED IN HIGH-POVERTY AREA (might be called high-poverty, LMI area, needy area, etc) (0 = NO; 1 = YES; M = UNKNOWN)",PREFERENCES: HOLISTIC CRITERIA FROM REVIEWERS (0 = NO; 1 = YES; M = UNKNOWN),PREFERENCES: ECONOMIC CRITERIA (FTE; REVENUE/PROFITABILITY) (0 = NO; 1 = YES; M = UNKNOWN),PREFERENCES: OTHER (write out),PREFERENCES: NOTES ON CODING,RESTRICTS ELIGIBILITY TO UNDERSERVED BUSINESSES ONLY (0 = NO; 1 = YES),NOTES ON ELIGIBILITY CRITERIA (OPTIONAL),CODER ,PREFERENCES: WOMEN-OWNED BUSINESSES (0 = NO; 1 = YES; M = UNKNOWN),LINK TO 3RD PARTY ASSISTANCE,CHECKLIST,DOCUMENTATION NOTES,TOTAL RECIPIENTS,AVERAGE GRANT SIZE,MINORITY OWNED RECIPIENTS,WOMEN OWNED RECIPIENTS,OUTCOME NOTES,RJ notes
933,485202,SUGAR LAND,51,TX,48,331872,0,0,0,331872,2018,1.201613436,0.009078448478,3,1,COUNTY,0,12/15/20,1/31/21,0,7,5,1,1,2,2,1,0,1,1,1,1,1,0,Financial loss due to COVID; 2019 annual revenue btwn $25k and $5mil; between 1 and 50 FTEs; W2 and 1099; good standing; post-award receipts,0,FBCSmallBusiness@mpact-consulting.com,https://www.coronavirusfortbend.gov/economic-recovery/small-business-emergency-assistance-grant-program/,,2/4/21,0-25000,M,,,,,,,"Website unavailable, unable to locate",,,,,,"Funded by CARES, max grant amount varies by annual revenue, funding use restricted, reimbursement of eligible expenses from April to December, previous recipients can get same amount as before",,,,,No info,,
443,250168,BARNSTABLE,51,MA,25,287173,0,0,0,287173,2018,1.497934777,0.01764885484,2,1,CITY,0,,11/05/20,,,,,,,,,,,,,,,,,,,https://businessbarnstable.com/financial-assistance/,,,"Up to $8,000",,,,,,,,,,,,,,,,,,,,,
190,63210,SAN DIEGO,51,CA,6,11853593,982411,5778826,3686397,22301227,2018,4.323137879,0.08206496257,1,1,CITY,0,3/25/20,12/1/20,1,9,6,0,1,4,0,1,1,1,1,1,1,0,0,"<100 employees; business tax certificate; 6mo operating at least; good standing; proof of COVID related losses; intended use; W9, recent tax returns, bank statements, current balance sheet",NA,sdbusiness@sandiego.gov,https://www.sandiego.gov/economic-development/resources/relief#relief,,2/5/21,2500-10000,M,M,M,M,M,M,,,0,,,,,"Funded by CARES Act but unclear if CDBG, extra $500 to businesses in Promise Zone/Opportunity Zone/LMI census tract, financial docs only required if staff ask after application review, grant amount determined by business size and annual revenue",154,,,,"154 recipients in initial funding round, unclear how many after criteria relaxed",,
347,181602,LA PORTE,51,IN,18,455870,0,0,0,455870,2018,0.4329321766,0.003460717935,1,1,STATE,0,12/21/20,01/22/21,M,10,10,1,1,2,7,1,0,0,0,1,1,,1,"<=100 employees; monthly revenue loss of at least 30% compared to pre-COVID 2019; Monthly Profit and Loss Statement for 2020; 2019 Federal Tax Returns; driver's license or valid ID; Copy of mortgage, rental, or lease agreement; Copy of utility bills; Receipt for safety improvements; Proof of payroll expenses for wages paid to W2 employees only; Proof of insurance premium payment and Certificate of Insurance; Proof of Restaurant Delivery Software Expense",NA,888-472-3244,https://backontrack.in.gov/2377.htm,,01/30/21,"Up to $50,000",FCFS,0,0,0,0,0,,,0,,,,,Funded by CARES Act,209,,,,,,
362,191464,DUBUQUE,51,IA,19,1073776,0,0,0,1073776,2018,1.349496652,0.01030211329,2,0,CITY,0,1/4/21,Open-ended,0,8,5,1,1,4,1,1,0,0,0,1,1,0,1,"Tax return, YTD financing (balance, P/L), bank account ownership; proof of COVID related losses; driver's license of signer; entity evidence documentation; operating prior to Feb 2020; physical storefront; <= 50 employees",0,dbqbridgeloan@ecia.org,https://ecia.org/pdf/DI_Emergency_Bridge_Loan_Program_Guidelines-Jan2021.pdf,,2/5/21,0-10000,Comm,M,M,M,M,M,,,0,,,,,"Funding source unclear, additional docs can be asked for after submission",51 in round 1,,,,Only round 1 # of recipients info available,,
306,172094,ELGIN,51,IL,17,885279,0,0,0,885279,2018,2.578267074,0.01046906251,1,1,COUNTY,0,09/18/20,10/02/20,M,9,9,1,1,6,1,1,0,0,1,1,1,,1,"<= 50 employees; less than $2.5 million annual revenue; W-9 form or 501(c)(3) designation;  Certificate of Good Standing; . Roster of employees for the pay period that includes March 1, 2020; 2019 Annual financial statement; 2019 IRS tax return;  Monthly Profit & Loss Statements; Monthly balance sheets; Budget and narrative for eligible costs already incurred between March 1, 2020and September 30, 2020; ",NA,CRF@co.kane.il.us,https://web.archive.org/web/20200920083735/https://www.countyofkane.org/Pages/CRF.aspx,,09/20/20,"Up to $10,000",Comm,0,0,0,0,0,,,0,,,,,Funded by CARES Act,145,,,,,,
547,263174,JACKSON,51,MI,26,1210009,0,354874,0,1564883,2018,0.3313694555,0.003096957813,1,1,COUNTY/STATE,0,1/19/21,1/22/21,0,5,5,0,0,2,1,1,0,1,0,1,0,0,0,1-100 employees; industry affected by shutdown order; demonstrated capital needs; proof of COVID related losses; not a live music/entertainment venue; W9 only required post selection,NA,medceconomic@michigan.org,https://www.michiganbusiness.org/about-medc/covid19/survival/,,2/5/21,0-20000,Points system,0,0,0,0,0,,,0,,,,,"Program funded at state level and administered at county/local level, Jackson county given $700k to distribute",,,,,Not awarded yet,,
481,221650,SHREVEPORT,51,LA,22,1808647,148890,913592,0,2871129,2018,4.25738538,0.03274444106,1,0,CITY,0,M,M,M,M,12,0,0,6,2,0,0,1,0,0,0,,4,Business Plan; Financial/Cashflow projections for at least three years; Last three years of tax returns on business; Last three years of tax returns on individuals who are majority owners; accountant prepared interim financial statement with prior year’s comparable numbers; Financial statements older than 90 days; Schedule of existing personal and company debt with payment details;  personal financial statement; ,NA,frederick.lewis@shreveportla.gov,https://www.shreveportla.gov/1864/Small-Business-Loans,,10/01/20,"Up to $50,000",M,0,0,1,0,0,,,0,,,,,Unclear about the funding source; not clear about the egibility,,,,,,,
815,481206,CORPUS CHRISTI,51,TX,48,2687817,216522,1188809,0,4093148,2018,8.194948659,0.04475013848,1,0,CITY,0,M,Open-ended,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,NA,CorpusChristi@liftfund.com,"corpuschristi.liftfund.com",,2/5/21,500-1000000,Comm,0,0,0,0,0,,,0,,,,,"Administered by non-profit, unable to access eligibility and documentation details",,,,,No info,,
4,10810,FLORENCE,51,AL,1,333332,0,0,0,333332,2018,1.188031696,0.006688696197,1,1,CITY,0,05/08/20,05/14/20,0,M,6,1,,5,1,1,0,1,1,1,0,,0,Owner Income(s) self-verification; Owner letter self-verifying filing status of business income taxes for tax years 2017/18/19; 2 most recent months of invoices budget documentation; Copy of liability insurance; . Previous four weeks of payroll,NA,cdbg@florenceal.ord,https://florenceal.org/Florence%20First%20COVID19%20Relief%20Grant%20Application_Fillable.pdf,,05/08/20,M,M,M,M,M,M,M,,,0,,,,,Funded by CARES Act,,,,,,,
446,250396,CAMBRIDGE,51,MA,25,2671379,220976,665070,0,3557425,2018,0.2824567018,0.002011911423,1,1,CITY,1,3/26/20,5/1/20,M,7,3,1,0,3,1,1,0,1,1,1,0,0,0,"Meet HUD CDBG eligibility requirements; physical storefront; DUNS number; lease/mortgage/tax bill, 4wks payroll, accounts payable bills; proof of COVID related losses; size and type",NA,psaffari@cambridgema.gov,https://www.cambridgema.gov/CDD/News/2020/3/smallbusinesscovid19reliefgrant,,2/5/21,0-6000,Comm,0,0,0,0,1,,Preferencing companies hit hardest economically,0,,,,,"CDBG funded, applications being held for future rounds",,,,,No info,,
748,420114,ALTOONA,51,PA,42,1574513,0,292194,0,1866707,2018,0.5080635651,0.002726857414,1,1,CITY,1,M,M,0,2,6,1,0,2,3,0,0,0,0,1,0,,1,"physical location; <= 50 employees; less than $36,350 annual revenue; 2020 Income verification Form; employee hiring form; ",NA,RapidResponse@abcdcorp.org,http://www.abcdcorp.org/financing/#altoonagrant,,11/29/20,"up to $9,000",M,M,M,M,M,M,,,0,,,,,Applications are being processed by the Altoona Blair County Development (ABCD) Corp. in partnership with the City of Altoona.,,,,,,,
795,411140,REDMOND,51,OR,41,266625,0,0,0,266625,2018,0.4285475178,0.004901153251,2,1,CITY,M,11/12/20,11/23/20,M,10,6,1,1,4,2,1,0,1,0,1,1,0,1,"Plan for operating under COVID guidelines; physical presence; business license; operating since 3/1/19 atl east; <$2mil annual revenue, generating revenue for past 12mo; proof of COVID related losses; 1 to 25 FTEs; W9 required if selected for award",0,smallbusinessgrant@oneredmond.org,https://oneredmond.org/redmond-small-business-resiliency-grant-fund-phase-ii/,,2/5/21,0-7500,Points system,1,M,1,1,1,"Program that prioritizes “home-based” small businesses and non-profits, ""Eligible candidates will be assessed based on demonstrated need, including, but not limited to:
Qualifying as a diverse business that can demonstrate ownership by underrepresented groups including, but not limited to, veterans, minorities and low-income men and women.",,0,,,,,"Funding unclear, round 2 focused on ""home-based"" small businesses and non-profits, cash flow analysis and recovery template form is optional",,,,,No info,,
348,181884,MICHIGAN CITY,51,IN,18,656370,0,0,0,656370,2018,0.6243969407,0.005529210957,1,1,CITY,0,M,12/04/20,0,7,5,1,1,3,1,1,0,0,0,0,1,,1,W-9; 2019 financial statements (if applicable) plus interim statement showing impact during Q1 2020; certificate of good standing; Proof of expenditures; physical location; operate at least 6 months,NA,info@edcmc.com,https://www.emichigancity.com/DocumentCenter/View/1711/Application-for-Small-Business,,12/04/20,"$5,000",Comm,0,0,0,0,0,"Preference to those that ""demonstrated a commitment to the community, through support of local youth or
charitable programs, good corporate citizenship, participation in community and
business support organizations""",,0,,,,,Unclear about the funding source,,,,,,,
727,366848,WATERTOWN CITY,51,NY,36,910226,0,0,0,910226,2018,0.3698516385,0.002935315064,1,0,COUNTY,0,M,M,0,6,4,0,0,3,1,1,1,1,1,1,1,0,0,2yrs tax returns; intended use; business type; <20 employees; credit score; proof of COVID related loss; personal financial statement; good standing; criminal history,NA,leaton@jcida.com,https://www.jcida.com/About.aspx,,2/5/21,0-10000,M,,,,,,,"Website unavailable, unable to locate",,,,,,"Funding unclear, restrictions on use, county program",,,,,No info,,
300,90816,NORWICH,51,CT,9,836068,0,0,0,836068,2018,0.4822241939,0.008111237659,1,1,CITY,1,M,05/21/20,0,M,3+,M,M,2,M,M,M,M,M,M,M,,M,Financial statement; Insurance,NA,860-823-3715,http://norwichct.org/939/CDBG-CV,,08/07/20,"$5,000",M,,,,,,,"Website unavailable, unable to locate",,,,,,Unclear about the requirements; limited info within the official website ,,,,,,,
664,360556,BINGHAMTON,51,NY,36,1894684,154562,511176,0,2560422,2018,0.3462697043,0.003138959475,1,1,CITY,0,M,M,1,7,6,1,0,4,1,1,0,1,1,1,1,0,0,"Physical presence; proof of COVID related losses; good standing; accounts payable, NYSEG, insurance, tax bills, mortgage/lease; DUNS number, <= 50 employees",NA,ecrecovery@cityofbinghamton.com,http://www.binghamton-ny.gov/covid-19-small-business-non-profit-relief,,2/6/21,0-15000,M,,,,,,,"Website unavailable, unable to locate",,,,,,"Proof of COVID losses isn't required until post-selection, doc requirements not available online, HUD funded but unclear if CDBG, grant amount based on business size on 3/1/20",,,,,No info,,
1178,300066,BILLINGS,51,MT,30,663860,0,378067,0,1041927,2018,2.703959017,0.01827592286,,,STATE,,,,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20201101074403/https://www.covidreliefmt.org/submit,,11/01/20,"$10,000",M,0,0,0,0,0,,,0,,,,,"Only point out business adaptability Grant, not clear whether it is specific for small business",,,,,,,
1048,174596,MOLINE,51,IL,17,764935,0,0,0,764935,2018,0.9652063854,0.004792902306,1,1,CITY,1,12/4/20,1/4/21,0,13,5,1,1,3,1,1,1,1,1,1,1,0,0,"Physical presence and operating since 3/16/20; open or open w/in 10d of grant and stay open for 6mo; good standing; compliance with COVID guidelines; provide goods/services; business license; no litigation w/ state/municipality; no bankruptcy in past 10yrs; specific capital need; 2019 annual revenue >$25k, 2-50 employees",NA,kwhitley@moline.il.us,https://www.moline.il.us/DocumentCenter/View/9066/Website-Overview--CDBG-CARES-Act-R1-120320?bidId=,,2/6/21,5000,First come first served,,,,,,,"Website unavailable, unable to locate",,,,,,"CDBG funded, very little info about doc requirements available online",,,,,Unclear if awarded yet,,
45,63276,SAN LEANDRO,51,CA,6,714909,0,0,0,714909,2018,0.4119084119,0.003497853126,1,1,COUNTY,0,11/18/20,11/30/20,M,4,3,1,0,1,1,1,0,0,0,1,0,,1,<=25 employees; negative effect caused by COVID; physical location; W-9; ,NA,(510) 272-6746,https://eastbayeda.org/grants/,,11/30/20,"$5,000",Comm,0,0,0,0,0,,,0,,,,,Funded by CARES Act; Unclear about the requirement documents,,,,,,,
804,471326,MORRISTOWN,51,TN,47,292614,0,0,0,292614,2018,2.771535055,0.01087276738,1,1,STATE,0,6/2/20,9/25/20,1,4,M,M,M,1,M,M,M,M,1,M,M,M,M,Unable to access documentation required; <$10mil annual revenue and business type asked for in screening,NA,revenue.support@tn.gov,https://www.tn.gov/revenue/tennessee-business-relief-program.html,https://tncaresact.tn.gov/serg,9/1/20,2500-30000,FCFS,0,0,0,0,0,,,0,,,,,Unable to access any info about grant requirements except for screening based on annual revenue and business type,,,,,No info,,
959,491074,ST GEORGE,51,UT,49,592814,0,0,0,592814,2018,1.182161363,0.02146547817,1,1,CITY,0,03/01/20,08/31/20,0,8,8,1,1,3,4,1,0,1,0,1,0,,1,business license; <= 50 employees; documented revenue loos of at least $500; not received other CARES Act funds; ,NA,CovidReliefGrant@sgcity.org,"https://www.sgcity.org/economicdevelopment/covidsmallbusinessreliefgrant#:~:text=The%20Small%20Business%20Relief%20Grant,2020%20through%20August%2031%2C%202020.",,11/23/20,"Up to $25,000",M,0,0,0,0,0,,,0,,,,,Funded by CARES Act,,,,,,,
37,52130,PINE BLUFF,51,AR,5,650200,0,244315,0,894515,2018,1.149047978,0.01180703921,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,https://www.arkansasedc.com/covid19resources/business-resources,,2/6/21,M,M,M,M,M,M,M,,,0,,,,,"Unable to find any city/county/state level program for small businesses only, state CDBG funding can only be applied for by cities and counties",,,,,,,
801,420474,BERWICK BOROUGH,51,PA,42,316050,0,0,0,316050,2018,0.1432290098,0.0009026716987,1,1,CITY,1,M,02/26/21,0,4,4,1,0,3,1,1,0,1,1,1,0,,0,Most recently completed tax return for the business; W9 executed by the business; Evidence of flood insurance; ,,tdombroski@seda-cog.org,https://columbiamontourchamber.com/Berwick_Small_Business_Application.pdf,,01/20/21,M,Points,0,0,0,0,0,,,0,,,,,"Due to an anticipated high volume of applications, it is likely that not all applicants will be awarded a grant. ",,,,,,,
196,120690,DAYTONA BEACH,51,FL,12,658425,0,376241,0,1034666,2018,1.314793083,0.01409360289,1,1,COUNTY,0,5/14/20,Open-ended,0,9,5,1,1,5,0,1,0,0,1,1,1,0,0,"W9, business tax receipts, 941/943 Form; Business Registration Number; physical storefront; <50 employees; not publicly traded or tax exempt; operating since 12/1/19; good standing; proof of COVID related losses",NA,386-248-8048,https://web.archive.org/web/20200704225717/https://www.volusiabusinessresources.com/#homeSection348662,,2/6/21,3000-5000,FCFS,0,0,0,0,0,,,0,,,,,"Grant amount based on business size, county program, CARES funded but unclear if CDBG, brick/mortar businesses only",,,,,No info,,
317,120234,BOCA RATON,51,FL,12,451683,0,0,0,451683,2018,0.4594636091,0.006996316549,1,1,CITY,0,06/01/20,--,0,7,6,1,0,4,1,1,0,0,1,1,0,0,1,Business Tax license; Business license receipt; Sales and Use tax Return( six months prior to March 2020); Form 941 or payroll to the IRS for the 4th quarter of 2019; W-9; Operate at least one year prior to 03/01/2019; 3-25 employees; annual revenus less than $1 million; Reduce 50% of revenue caused by COVID,0,smallbusinessrelief@myboca.us,https://www.myboca.us/1854/Small-Business-Grant,,01/26/21,"Up to $5,000",FCFS,,,,,,,"Website unavailable, unable to locate",,,,,,Funded by City’s Economic Development Fund,,,,,,,
1216,367096,WHITE PLAINS,51,NY,36,883373,0,0,0,883373,2018,0.2891664198,0.002740927626,1,1,COUNTY,0,M,M,0,7,7,1,1,4,1,1,0,1,1,1,0,0,0,Description of business; most recent business federal tax return; individual tax returns from owners; entity incorporation documents; voided check; financially viable pre-3/7/20; impacted by COVID-19; <50 employees; business type,NA,IDAloangrant@westchestergov.com,"https://westchestercatalyst.com/ida-loans-and-grants/loan/#:~:text=This%20program%20aims%20to%20ensure,program%2C%20to%20small%20businesses%20and",,2/6/21,0-25000,Points,0,0,0,1,1,,,0,,,,,"Applications closed after 100 received then winners chosen by points, priority given to MWBEs, veteran owned businesses, and entities in ""highly distressed areas"", grants and loans offered, grants only up to $10k and highly restricted uses",,,,,No info,,
103,90738,NEW LONDON,51,CT,9,850601,0,0,0,850601,2018,0.2888419167,0.001581530744,2,1,CITY,0,01/13/21,01/26/21,0,5,M,1,0,M,M,0,0,0,1,1,1,0,NA,<=20 employees; operate before 03/17/20; proof of profit-business; good standing; must be totally closed or unable to operate one or more of tje primary functions od its business ,NA,jcox@newlondonct.org,https://waupacanow.com/2020/06/12/new-london-offers-small-business-relief/,,01/12/21,"$1,000",Comm,0,0,0,0,0,,,0,,,,,Funded by CARES Act; Unclear about the requirement documents,,,,,,,
414,176006,ROCK ISLAND,51,IL,17,1039963,0,0,0,1039963,2018,0.9367999268,0.004585992747,1,1,CITY,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,NA,sipes.tarah@rigov.org,https://www.rigov.org/1430/COVID-19-Emergency-Small-Business-Grant-,,2/8/21,2500-10000,Points,0,0,0,0,0,,,0,,,M,M,"Priority given to physical locations and non-sole proprietor businesses, unable to access actual application, locally funded, unable to find list of eligibility or doc reqs",69,,,,Only able to find # of recipients in round 1,,
548,263456,LANSING,51,MI,26,2006536,167605,794822,0,2968963,2018,1.16218584,0.01158091991,3,0,CITY,0,02/21,06/22/23,1,10,10,1,0,4,4,1,1,1,1,1,1,0,2,"physical location; operate prior to 03/01/20; total revenus in 2019 less than $1,500,000;c <= 60 employees; negative impact caused by COVID; good standing; no illegal activities; no personal or business bankruptcy; insurance; W-9; Financial statement; Bank statment( personal/ business); business license(state/local); one-year financial projections; budgt use",NA,M,https://www.lansingmi.gov/2008/Lansing-Small-Business-Recovery-Program,,02/05/21,"$5,000- $50,000",Other,M,M,M,M,M,,,0,,,,,Funded by CARES Act,,,,,,,
405,170660,BLOOMINGTON,51,IL,17,552428,0,0,0,552428,2018,1.840647794,0.007570089247,2,1,CITY,1,12/22/20,3/31/21,0,12,9,1,1,6,1,0,0,1,1,1,1,0,1,"Govt ID; expense documentation; city vendor ID; owner income form, employee income forms, IRS forms",0,econdev@cityblm.org,"https://www.cityblm.org/doing-business/cdbg-cv-business-program#:~:text=The%20second%20round%20of%20The,to%20the%20COVID%2D19%20pandemic.",,2/8/21,0-5000,FCFS,0,0,0,0,0,,,0,,,0,https://docs.google.com/document/d/1VfU2TjgzIZqxz3wnw-_ts7KGJr3NSmvnDL4dXGXhByI/edit,"CDBG funded, second round, previous winners ineligible, very clear and helpful instructions and checklist",,,,,No info,,
803,471242,MEMPHIS,51,TN,47,6586442,540655,3580035,3547703,14254835,2018,2.592311394,0.08342253166,1,1,CITY,0,M,M,0,12,10,1,1,3,5,1,0,1,1,1,0,0,2,"Business license; lease agreement/commercial Mortage Documents; Driver's license; TN Organizational DOcuments; 2019 Tax return; 2019 Business TAx Return; Signed 4506-T; Minimum $30,000k Maximum $3 million annual revenuse; operate at least 6 months prior to 03/01/20",NA,OBDCgrants@memphistn.gov o,http://www.memphisbdc.org/grants/,,12/14/20,"$10,000 - $25,000",FCFS,,,,,,,Website seemed suspicious/only had Ads,,,,,,Funded by CARES Act,,,,,,,
339,121974,MIAMI BEACH,51,FL,12,920070,0,638107,0,1558177,2018,0.8693917741,0.001775294149,1,1,CITY,1,1/6/21,1/6/22,0,13,8,0,1,5,0,0,0,1,0,1,1,0,3,"Business federal income tax return, bank/annuity statements, business payroll registry, W9; city ID # and Sam.gov registration; duplication of benefits affidavit; either <5 employees with LMI owner or <10 employees and LMI job creation/retention; operating since 10/1/9; good standing; licenses up to date; one per business (including familial ties among businesses)",NA,mbbiz@miamibeachfl.gov,https://miamibeachfl.gosmart.org/page.php?id=407,,2/14/21,0-20000,FCFS,0,0,0,0,0,,,0,,,M,Checklist - Google Docs,Likely CDBG funded based on LMI criteria,,,,,,,
